tip.label
Perdita confusa
Andrena berberidis
Panurginus gabrielis
Andrena rubrotincta
Andrena calvata
Perdita luteiceps
Andrena mentzeliae
Perdita argemones
Andrena pectilis
Andrena latinensis
Calliopsis rozeni
Megachile integra
Panurginus maritimus
Perdita algodones
Perdita ambigua
Perdita baccharidis
Perdita brevihirta
Perdita calloleuca
Perdita craterognatha
Perdita distincta
Perdita emarginata
Perdita erythropyga
Perdita hurdi
Perdita impunctifrons
Perdita linsleyi
Perdita lompocensis
Perdita mimula
Perdita moldenkei
Perdita perlucens
Perdita physalidis
Perdita punctifera
Perdita repens
Perdita semilutea
Perdita similis
Perdita suavis
Perdita sulphuripes
Perdita xanthodes
Perdita nigrocaerulea
Perdita adustiventris
Exomalopsis hurdi
Oreopasites arizonica
Nomada arizonica
Nomada accepta
Nomada atrofrontata
Nomada orcusella
Nomada rubrica
Nomada ultimella
Hylaeus aztecus
Lasioglossum daggetti
Lasioglossum testaceum
Stelis louisae
Hoplitis brachyodonta
Osmia mertensiae
Megachile inyoensis
Megachile seducta
Megachile stoddardensis
Megachile umatillensis
Sphecodes iridipennis
Nomada scita
Andrena nigra
Andrena scutellaris
